nosotros	O	PRON
en	O	ADP
las	O	DET
indagaciones	O	NOUN
lingüísticas	O	ADJ
sobre	O	ADP
el	O	DET
África	O	PROPN
negra	O	ADJ
y	O	CCONJ
sus	O	DET
relaciones	O	NOUN
e	O	CCONJ
influencia	O	NOUN
sobre	O	ADP
el	O	DET
español	O	ADJ
.	O	PUNCT
Dichos	O	ADJ
sistemas	O	NOUN
otorgan	O	VERB
servicio	O	NOUN
domiciliario	O	ADJ
a	O	ADP
1	O	NUM
711	O	NUM
tomas	O	NOUN
domésticas	O	ADJ
.	O	PUNCT
Budisa	O	PROPN
,	O	PUNCT
por	O	ADP
su	O	DET
parte	O	NOUN
,	O	PUNCT
ha	O	AUX
sido	O	AUX
objeto	O	NOUN
de	O	ADP
críticas	O	NOUN
por	O	ADP
acceder	O	VERB
en	O	ADP
varias	O	DET
ocasiones	O	NOUN
a	O	ADP
'	O	PUNCT
colaborar	O	VERB
'	O	PUNCT
con	O	ADP
Tudjman	O	VERB
,	O	PUNCT
echando	O	VERB
a	O	ADP
perder	O	VERB
los	O	DET
esfuerzos	O	NOUN
opositores	O	NOUN
para	O	ADP
la	O	DET
democratización	O	NOUN
del	O	_
país	O	NOUN
.	O	PUNCT
Dólera	O	PROPN
calificó	O	VERB
de	O	ADP
'	O	PUNCT
brillante	B-METAPHOR	ADJ
,	O	PUNCT
tanto	O	ADV
en	O	ADP
su	O	DET
aspecto	O	NOUN
cuantitativo	O	ADJ
como	O	SCONJ
cualitativo	O	ADJ
'	O	PUNCT
el	O	DET
trabajo	O	NOUN
realizado	O	ADJ
esta	O	DET
legislatura	O	NOUN
en	O	ADP
el	O	DET
Congreso	O	PROPN
de	O	ADP
los	O	DET
Diputados	O	PROPN
por	O	ADP
Pedro	O	PROPN
Antonio	O	PROPN
Ríos	O	PROPN
,	O	PUNCT
que	O	SCONJ
repite	O	VERB
candidatura	O	NOUN
,	O	PUNCT
y	O	CCONJ
de	O	ADP
quién	O	PRON
dijo	O	VERB
que	O	SCONJ
'	O	PUNCT
es	O	AUX
el	O	DET
diputado	O	NOUN
por	O	ADP
excelencia	O	NOUN
de	O	ADP
la	O	DET
Región	O	PROPN
de	O	ADP
Murcia	O	PROPN
'	O	PUNCT
.	O	PUNCT
Deducíamos	O	VERB
que	O	SCONJ
era	O	AUX
la	O	DET
bandera	O	NOUN
japonesa	O	ADJ
porque	O	SCONJ
la	O	DET
llevaban	O	VERB
los	O	DET
japoneses	O	NOUN
.	O	PUNCT
Esto	O	PRON
va	O	VERB
a	O	ADP
ser	O	AUX
lo	O	PRON
que	O	SCONJ
va	O	VERB
a	O	ADP
pivotar	B-METAPHOR	VERB
los	O	DET
números	O	NOUN
para	O	ADP
el	O	DET
próximo	O	ADJ
año	O	NOUN
,	O	PUNCT
una	O	DET
vez	O	NOUN
que	O	SCONJ
también	O	ADV
conozcamos	O	VERB
cuáles	O	PRON
son	O	AUX
los	O	DET
elementos	O	NOUN
que	O	SCONJ
tenemos	O	VERB
que	O	SCONJ
preservar	O	VERB
en	O	ADP
nuestro	O	DET
compromiso	O	NOUN
europeo	O	ADJ
,	O	PUNCT
en	O	ADP
nuestro	O	DET
compromiso	O	NOUN
con	O	ADP
la	O	DET
consolidación	O	NOUN
fiscal	O	ADJ
,	O	PUNCT
pero	O	CCONJ
que	O	SCONJ
permita	O	VERB
como	O	SCONJ
siempre	O	ADV
que	O	SCONJ
nadie	O	PRON
se	O	PRON
quede	O	VERB
atrás	O	ADV
en	O	ADP
este	O	DET
momento	O	NOUN
de	O	ADP
crisis	O	NOUN
,	O	PUNCT
que	O	SCONJ
podamos	O	AUX
apoyar	O	VERB
a	O	ADP
nuestro	O	DET
tejido	B-METAPHOR	ADJ
productivo	O	ADJ
y	O	CCONJ
que	O	SCONJ
podamos	O	AUX
seguir	O	VERB
ganando	O	VERB
en	O	ADP
prestaciones	O	NOUN
,	O	PUNCT
en	O	ADP
derechos	O	NOUN
,	O	PUNCT
como	O	SCONJ
este	O	DET
Gobierno	O	PROPN
tiene	O	VERB
en	O	ADP
su	O	DET
hoja	O	NOUN
de	O	ADP
ruta	O	NOUN
y	O	CCONJ
los	O	DET
partidos	O	NOUN
que	O	SCONJ
hicieron	O	VERB
posible	O	ADJ
esa	O	DET
investidura	O	NOUN
así	O	ADV
también	O	ADV
lo	O	PRON
apoyaron	O	VERB
y	O	CCONJ
así	O	ADV
también	O	ADV
lo	O	PRON
haremos	O	VERB
una	O	DET
realidad	O	NOUN
,	O	PUNCT
espero	O	VERB
que	O	SCONJ
más	O	ADV
temprano	O	ADV
que	O	SCONJ
tarde	O	ADV
.	O	PUNCT
No	O	ADV
la	O	DET
vemos	O	VERB
en	O	ADP
este	O	DET
presupuesto	O	NOUN
,	O	PUNCT
¿	O	PUNCT
dónde	O	ADV
está	O	AUX
la	O	DET
inversión	O	NOUN
en	O	ADP
este	O	DET
presupuesto	O	NOUN
?	O	PUNCT
La	O	DET
cena	O	NOUN
del	O	_
Holiday	O	PROPN
Inn	O	NOUN
es	O	AUX
casi	O	ADV
tan	O	ADV
elegante	O	ADJ
como	O	SCONJ
la	O	DET
del	O	_
Hilton	O	PROPN
.	O	PUNCT
La	O	DET
firme	B-METAPHOR	ADJ
intervención	O	NOUN
del	O	_
primer	O	ADJ
ministro	O	NOUN
,	O	PUNCT
Mugur	O	INTJ
Isarescu	O	PROPN
,	O	PUNCT
quien	O	PRON
garantizó	O	VERB
la	O	DET
solidez	B-METAPHOR	NOUN
de	O	ADP
BCR	O	PROPN
,	O	PUNCT
la	O	DET
estabilidad	O	NOUN
de	O	ADP
las	O	DET
cotizaciones	O	NOUN
de	O	ADP
la	O	DET
moneda	O	NOUN
nacional	O	ADJ
,	O	PUNCT
asimismo	O	ADV
la	O	DET
convicción	O	NOUN
de	O	ADP
la	O	DET
gente	O	NOUN
de	O	ADP
que	O	SCONJ
fueron	O	AUX
víctimas	O	NOUN
de	O	ADP
manipulaciones	O	NOUN
especulativas	O	ADJ
,	O	PUNCT
contribuyeron	O	VERB
a	O	ADP
traer	O	VERB
de	O	ADP
nuevo	O	ADJ
la	O	DET
calma	O	NOUN
.	O	PUNCT
Ha	O	AUX
ocupado	O	ADJ
diversos	O	DET
puestos	O	NOUN
en	O	ADP
la	O	DET
Dirección	O	NOUN
General	O	ADJ
del	O	_
Instituto	O	NOUN
Nacional	O	PROPN
de	O	ADP
la	O	DET
Seguridad	O	NOUN
Social	O	ADJ
,	O	PUNCT
en	O	ADP
la	O	DET
que	O	SCONJ
fue	O	AUX
adjunta	O	ADJ
al	O	_
director	O	NOUN
general	O	ADJ
y	O	CCONJ
subdirectora	O	NOUN
general	O	ADJ
adjunta	O	ADJ
de	O	ADP
Gestión	O	NOUN
de	O	ADP
Prestaciones	O	NOUN
.	O	PUNCT
En	O	ADP
la	O	DET
reunión	O	NOUN
de	O	ADP
hoy	O	ADV
de	O	ADP
la	O	DET
comisión	O	NOUN
,	O	PUNCT
sus	O	DET
miembros	O	NOUN
examinaron	O	VERB
toda	O	DET
la	O	DET
documentación	O	NOUN
material	O	NOUN
,	O	PUNCT
técnica	O	ADJ
y	O	CCONJ
gráfica	O	ADJ
recogida	O	NOUN
los	O	DET
últimos	O	ADJ
días	O	NOUN
por	O	ADP
el	O	DET
buque	O	NOUN
científico	O	NOUN
'	O	PUNCT
Akademik	O	PROPN
Mstislav	O	PROPN
Keldish	O	PROPN
'	O	PUNCT
en	O	ADP
el	O	DET
lugar	O	NOUN
del	O	_
accidente	O	NOUN
.	O	PUNCT
World	O	PROPN
's	O	PUNCT
Strictest	O	PROPN
Parents	O	PROPN
(	O	PUNCT
En	O	ADP
Latinoámerica	O	PROPN
conocido	O	ADJ
como	O	SCONJ
:	O	PUNCT
Adolescentes	O	NOUN
Rebeldes	O	NOUN
)	O	PUNCT
Es	O	AUX
un	O	DET
programa	O	NOUN
de	O	ADP
televisión	O	NOUN
,	O	PUNCT
estilo	O	NOUN
reality	O	NOUN
donde	O	ADV
dos	O	NUM
adolescentes	O	ADJ
problemáticos	O	ADJ
(	O	PUNCT
generalmente	O	ADV
un	O	DET
chico	O	NOUN
y	O	CCONJ
una	O	DET
chica	O	ADJ
)	O	PUNCT
,	O	PUNCT
son	O	AUX
enviados	O	ADJ
a	O	ADP
vivir	O	VERB
con	O	ADP
una	O	DET
familia	O	NOUN
de	O	ADP
reglas	O	NOUN
estrictas	O	ADJ
,	O	PUNCT
en	O	ADP
un	O	DET
intento	O	NOUN
de	O	ADP
sus	O	DET
padres	O	NOUN
por	O	ADP
cambiar	O	VERB
sus	O	DET
vidas	O	NOUN
.	O	PUNCT
'	O	PUNCT
El	O	DET
encuentro	O	NOUN
ruso-español	O	NOUN
a	O	ADP
alto	B-METAPHOR	ADJ
nivel	O	NOUN
servirá	O	VERB
para	O	ADP
el	O	DET
posterior	O	ADJ
fortalecimiento	B-METAPHOR	NOUN
de	O	ADP
las	O	DET
tradicionales	O	ADJ
relaciones	O	NOUN
entre	O	ADP
las	O	DET
partes	O	NOUN
,	O	PUNCT
impulsará	B-METAPHOR	VERB
de	O	ADP
modo	O	NOUN
práctico	O	ADJ
la	O	DET
cooperación	O	NOUN
en	O	ADP
diferentes	O	DET
campos	B-METAPHOR	NOUN
y	O	CCONJ
fortalecerá	B-METAPHOR	VERB
la	O	DET
interrelación	O	NOUN
de	O	ADP
cuestiones	O	NOUN
actuales	O	ADJ
europeas	O	ADJ
e	O	CCONJ
internacionales	O	ADJ
'	O	PUNCT
,	O	PUNCT
añade	O	VERB
el	O	DET
comunicado	O	NOUN
.	O	PUNCT
Para	O	ADP
Vázquez	O	PROPN
Quintana	O	PROPN
la	O	DET
apertura	B-METAPHOR	NOUN
de	O	ADP
la	O	DET
red	O	NOUN
de	O	ADP
telefonía	O	NOUN
local	O	ADJ
de	O	ADP
Telefónica	O	PROPN
a	O	ADP
otros	O	PRON
operadores	O	NOUN
no	O	ADV
es	O	AUX
la	O	DET
solución	O	NOUN
total	O	ADJ
ya	O	ADV
que	O	SCONJ
podría	O	AUX
hacer	O	VERB
que	O	SCONJ
la	O	DET
empresa	O	NOUN
dominante	O	ADJ
dejara	O	VERB
de	O	ADP
invertir	O	VERB
en	O	ADP
la	O	DET
red	O	NOUN
por	O	ADP
no	O	ADV
considerarla	O	_
considerar	O	VERB
la	O	DET
como	O	SCONJ
una	O	DET
inversión	O	NOUN
atractiva	O	ADJ
,	O	PUNCT
y	O	CCONJ
el	O	DET
Gobierno	O	PROPN
debe	O	AUX
incentivar	O	VERB
estas	O	DET
inversiones	O	NOUN
.	O	PUNCT
Ellos	O	PRON
me	O	PRON
ayudaron	O	VERB
a	O	ADP
elegir	O	VERB
el	O	DET
mejor	O	ADJ
destino	O	NOUN
y	O	CCONJ
la	O	DET
mejor	O	ADJ
manera	O	NOUN
de	O	ADP
llegar	O	VERB
.	O	PUNCT
La	O	DET
anunciada	O	ADJ
dimisión	O	NOUN
de	O	ADP
Weizman	O	PROPN
,	O	PUNCT
de	O	ADP
76	O	NUM
años	O	NOUN
,	O	PUNCT
se	O	PRON
formalizó	O	VERB
después	O	ADV
de	O	ADP
que	O	SCONJ
la	O	DET
Fiscalía	O	PROPN
General	O	ADJ
del	O	_
Estado	O	PROPN
criticara	O	VERB
con	O	ADP
dureza	B-METAPHOR	NOUN
el	O	DET
hecho	O	ADJ
de	O	ADP
que	O	SCONJ
el	O	DET
presidente	O	NOUN
recibiera	O	VERB
cientos	O	NUM
de	O	ADP
miles	O	NUM
de	O	ADP
dólares	O	NOUN
de	O	ADP
regalo	O	NOUN
de	O	ADP
amigos	O	NOUN
,	O	PUNCT
mientras	O	SCONJ
ocupaba	O	VERB
cargos	O	NOUN
públicos	O	ADJ
,	O	PUNCT
que	O	SCONJ
no	O	ADV
declaró	O	VERB
.	O	PUNCT
Esta	O	DET
última	O	ADJ
acepción	O	NOUN
es	O	AUX
también	O	ADV
conocida	O	ADJ
como	O	SCONJ
entidad	O	NOUN
de	O	ADP
coordinación	O	NOUN
.	O	PUNCT
Si	O	SCONJ
de	O	ADP
él	O	PRON
careciéramos	O	VERB
,	O	PUNCT
¿	O	PUNCT
para	O	ADP
qué	O	PRON
unas	O	DET
tareas	O	NOUN
que	O	SCONJ
requieren	O	VERB
esfuerzo	O	NOUN
,	O	PUNCT
dedicación	O	NOUN
,	O	PUNCT
capacidad	O	NOUN
y	O	CCONJ
que	O	SCONJ
-	O	PUNCT
además	O	ADV
-	O	PUNCT
no	O	ADV
mejoran	O	VERB
ninguna	O	DET
economía	O	NOUN
?	O	PUNCT
Excitado	O	ADJ
por	O	ADP
la	O	DET
promesa	O	NOUN
se	O	PRON
enderezó	O	VERB
en	O	ADP
el	O	DET
momento	O	NOUN
en	O	ADP
que	O	SCONJ
el	O	DET
coche	O	NOUN
culminaba	O	VERB
un	O	DET
cambio	O	NOUN
de	O	ADP
rasante	O	ADJ
y	O	CCONJ
aparecían	O	VERB
majestuosas	O	ADJ
,	O	PUNCT
abajo	O	ADV
y	O	CCONJ
a	O	ADP
lo	O	PRON
lejos	O	ADV
,	O	PUNCT
las	O	DET
bahías	O	NOUN
espumeantes	O	NOUN
por	O	ADP
el	O	DET
rodillo	B-METAPHOR	NOUN
del	O	_
tozudo	B-METAPHOR	ADJ
oleaje	O	NOUN
.	O	PUNCT
Entonces	O	ADV
movía	O	VERB
la	O	DET
cabeza	O	NOUN
lentamente	O	ADV
y	O	CCONJ
disfrutaba	O	VERB
de	O	ADP
la	O	DET
tenue	O	NOUN
caricia	O	NOUN
que	O	SCONJ
dibujaba	B-METAPHOR	VERB
aquella	O	PRON
pluma	B-METAPHOR	NOUN
casi	O	ADV
invisible	O	ADJ
cuando	O	SCONJ
se	O	PRON
decidía	O	VERB
a	O	ADP
resbalar	B-METAPHOR	VERB
sobre	O	ADP
su	O	DET
piel	O	NOUN
.	O	PUNCT
Ruocco	O	PROPN
opinó	O	VERB
que	O	SCONJ
'	O	PUNCT
un	O	DET
corte	B-METAPHOR	NOUN
económico	O	ADJ
del	O	_
tamaño	O	NOUN
que	O	SCONJ
está	O	AUX
irritando	O	VERB
a	O	ADP
Argentina	O	PROPN
debe	O	AUX
ser	O	AUX
muy	O	ADV
necesario	O	ADJ
para	O	ADP
ellos	O	PRON
'	O	PUNCT
,	O	PUNCT
pero	O	CCONJ
consideró	O	VERB
que	O	SCONJ
a	O	ADP
Uruguay	O	PROPN
lo	O	PRON
va	O	VERB
a	O	ADP
afectar	O	VERB
porque	O	SCONJ
ese	O	DET
país	O	NOUN
entrará	B-METAPHOR	VERB
en	O	ADP
un	O	DET
período	O	NOUN
recesivo	O	ADJ
.	O	PUNCT
-	O	PUNCT
Usted	O	PRON
me	O	PRON
toma	O	VERB
por	O	ADP
Herodes	O	PROPN
;	O	PUNCT
guárdese	O	_
guarde	O	VERB
se	O	PRON
su	O	DET
sucio	B-METAPHOR	ADJ
dinero	O	NOUN
-	O	PUNCT
contestó	O	VERB
orgullosamente	O	ADV
.	O	PUNCT
La	O	DET
inteligencia	O	NOUN
de	O	ADP
los	O	DET
robots	O	NOUN
que	O	SCONJ
responden	O	VERB
lógicamente	O	ADV
nos	O	PRON
causa	O	NOUN
al	O	_
mismo	O	DET
tiempo	O	NOUN
risa	O	NOUN
y	O	CCONJ
miedo	O	NOUN
,	O	PUNCT
cosa	O	NOUN
que	O	SCONJ
no	O	ADV
le	O	PRON
había	O	VERB
sucedido	O	ADJ
antes	O	ADV
a	O	ADP
nadie	O	PRON
.	O	PUNCT
En	O	ADP
Sevilla	O	PROPN
,	O	PUNCT
donde	O	ADV
se	O	PRON
ubica	O	VERB
uno	O	PRON
de	O	ADP
los	O	DET
principales	O	ADJ
centros	O	NOUN
de	O	ADP
producción	O	NOUN
de	O	ADP
Santa	O	PROPN
Bárbara	O	PROPN
,	O	PUNCT
los	O	DET
sindicatos	O	NOUN
rechazaron	O	VERB
la	O	DET
venta	O	NOUN
de	O	ADP
la	O	DET
empresa	O	NOUN
y	O	CCONJ
criticaron	O	VERB
que	O	SCONJ
la	O	DET
SEPI	O	PROPN
no	O	ADV
les	O	PRON
haya	O	VERB
informado	O	ADJ
del	O	_
contenido	O	NOUN
del	O	_
protocolo	O	NOUN
de	O	ADP
venta	O	NOUN
.	O	PUNCT
Durante	O	ADP
años	O	NOUN
,	O	PUNCT
una	O	DET
de	O	ADP
las	O	DET
principales	O	ADJ
demandas	O	NOUN
vecinales	O	ADJ
fue	O	AUX
la	O	DET
creación	O	NOUN
de	O	ADP
una	O	DET
zona	O	NOUN
verde	O	ADJ
en	O	ADP
un	O	DET
solar	O	VERB
de	O	ADP
22.000m	O	NUM
²	O	PUNCT
en	O	ADP
el	O	DET
corazón	B-METAPHOR	NOUN
del	O	_
de	O	ADP
el	O	DET
barrio	O	NOUN
.	O	PUNCT
El	O	DET
embajador	O	NOUN
estadounidense	O	ADJ
en	O	ADP
España	O	PROPN
,	O	PUNCT
Edward	O	PROPN
Romero	O	PROPN
,	O	PUNCT
aseguró	O	VERB
que	O	SCONJ
la	O	DET
inversión	O	NOUN
en	O	ADP
investigación	O	NOUN
básica	O	ADJ
contribuye	O	VERB
a	O	ADP
la	O	DET
prosperidad	O	NOUN
económica	O	ADJ
y	O	CCONJ
destacó	O	VERB
la	O	DET
colaboración	O	NOUN
entre	O	ADP
España	O	PROPN
y	O	CCONJ
Estados	O	NOUN
Unidos	O	PROPN
en	O	ADP
este	O	DET
campo	B-METAPHOR	NOUN
,	O	PUNCT
materializada	O	ADJ
en	O	ADP
diversos	O	DET
acuerdos	O	NOUN
.	O	PUNCT
Flanqueado	O	ADJ
al	O	_
a	O	ADP
el	O	DET
norte	O	NOUN
,	O	PUNCT
sur	O	NOUN
y	O	CCONJ
este	O	DET
por	O	ADP
barreras	B-METAPHOR	NOUN
naturales	O	ADJ
,	O	PUNCT
el	O	DET
emplazamiento	O	NOUN
permitía	O	VERB
a	O	ADP
los	O	DET
conquistadores	O	NOUN
defender	O	VERB
mejor	O	ADJ
el	O	DET
poblado	O	NOUN
de	O	ADP
cualquier	O	DET
ataque	O	NOUN
indígena	O	ADJ
.	O	PUNCT
Porque	O	SCONJ
los	O	DET
fanáticos	O	ADJ
de	O	ADP
Sendero	O	PROPN
Luminoso	O	ADJ
no	O	ADV
pueden	O	AUX
admitir	O	VERB
que	O	SCONJ
haya	O	VERB
seres	O	NOUN
libres	O	ADJ
.	O	PUNCT
Portavoz	O	PROPN
:	O	PUNCT
Y	O	CCONJ
en	O	ADP
relación	O	NOUN
con	O	ADP
la	O	DET
siguiente	O	ADJ
pregunta	O	VERB
,	O	PUNCT
creo	O	VERB
que	O	SCONJ
he	O	AUX
intentado	O	ADJ
expresarlo	O	_
expresar	O	VERB
lo	O	PRON
en	O	ADP
algunas	O	PRON
de	O	ADP
las	O	DET
preguntas	O	NOUN
de	O	ADP
sus	O	DET
compañeros	O	NOUN
:	O	PUNCT
este	O	DET
Gobierno	O	PROPN
ha	O	AUX
tenido	O	ADJ
que	O	SCONJ
pactar	O	VERB
con	O	ADP
el	O	DET
conjunto	O	NOUN
de	O	ADP
fuerzas	B-METAPHOR	NOUN
políticas	O	ADJ
porque	O	SCONJ
pareciera	O	VERB
,	O	PUNCT
se	O	PRON
ha	O	AUX
dado	O	NOUN
la	O	DET
falsa	O	ADJ
sensación	O	NOUN
,	O	PUNCT
de	O	ADP
que	O	SCONJ
la	O	DET
responsabilidad	O	NOUN
en	O	ADP
preservar	O	VERB
la	O	DET
salud	O	NOUN
de	O	ADP
los	O	DET
ciudadanos	O	NOUN
,	O	PUNCT
en	O	ADP
poner	O	VERB
en	O	ADP
marcha	O	NOUN
políticas	O	ADJ
públicas	O	ADJ
de	O	ADP
protección	O	NOUN
de	O	ADP
la	O	DET
salud	O	NOUN
,	O	PUNCT
era	O	AUX
exclusivamente	O	ADV
una	O	DET
responsabilidad	O	NOUN
del	O	_
Gobierno	O	PROPN
,	O	PUNCT
cosa	O	NOUN
que	O	SCONJ
es	O	AUX
absolutamente	O	ADV
falsa	O	ADJ
.	O	PUNCT
A	O	ADP
lo	O	PRON
máximo	O	ADJ
que	O	SCONJ
podemos	O	AUX
aspirar	O	VERB
los	O	DET
demás	O	PRON
a	O	ADP
seguir	O	VERB
sin	O	ADP
desfallecer	B-METAPHOR	VERB
vuestra	O	DET
lección	O	NOUN
de	O	ADP
dignidad	O	NOUN
hasta	O	ADP
que	O	SCONJ
ETA	O	PROPN
desaparezca	O	ADJ
.	O	PUNCT
Vivía	O	VERB
durante	O	ADP
el	O	DET
pontificado	O	ADJ
del	O	_
de	O	ADP
el	O	DET
papa	O	NOUN
Higinio	O	PROPN
(	O	PUNCT
138	O	NUM
--	O	PUNCT
140	O	NUM
)	O	PUNCT
,	O	PUNCT
tiempo	O	NOUN
en	O	ADP
el	O	DET
cual	O	PRON
hizo	O	VERB
un	O	DET
viaje	O	NOUN
a	O	ADP
Roma	O	PROPN
.	O	PUNCT
La	O	DET
primera	O	ADJ
es	O	AUX
en	O	ADP
relación	O	NOUN
a	O	ADP
los	O	DET
congresos	O	NOUN
científicos	O	NOUN
.	O	PUNCT
Concretamente	O	ADV
en	O	ADP
el	O	DET
pueblo	O	NOUN
de	O	ADP
Chibana	O	PROPN
,	O	PUNCT
84	O	NUM
personas	O	NOUN
incluidos	O	ADJ
45	O	NUM
niños	O	NOUN
)	O	PUNCT
fueron	O	AUX
obligadas	O	ADJ
a	O	ADP
suicidarse	O	_
suicidar	O	VERB
se	O	PRON
.	O	PUNCT
Cada	O	DET
combate	O	NOUN
está	O	AUX
dividido	O	ADJ
en	O	ADP
3	O	NUM
periodos	O	NOUN
independientes	O	ADJ
de	O	ADP
2	O	NUM
minutos	O	NOUN
cada	O	DET
uno	O	PRON
,	O	PUNCT
con	O	ADP
un	O	DET
descanso	O	NOUN
entre	O	ADP
ellos	O	PRON
de	O	ADP
30	O	NUM
segundos	O	ADJ
.	O	PUNCT
'	O	PUNCT
La	O	DET
realidad	O	NOUN
política	O	NOUN
es	O	AUX
la	O	DET
que	O	SCONJ
es	O	AUX
y	O	CCONJ
al	O	_
final	O	NOUN
ésta	O	PRON
es	O	AUX
tozuda	B-METAPHOR	ADJ
y	O	CCONJ
se	O	PRON
impone	B-METAPHOR	VERB
'	O	PUNCT
,	O	PUNCT
ha	O	AUX
subrayado	B-METAPHOR	ADJ
,	O	PUNCT
después	O	ADV
de	O	ADP
reiterar	O	VERB
en	O	ADP
varias	O	DET
ocasiones	O	NOUN
que	O	SCONJ
el	O	DET
escenario	B-METAPHOR	NOUN
político	O	ADJ
español	O	ADJ
ha	O	AUX
cambiado	O	ADJ
con	O	ADP
la	O	DET
mayoría	O	NOUN
